,date,name,title_text,content_text,link
14,10.dez.2019 às 14h46,Folha de S.Paulo - Cotidiano,Ação da PM com 9 mortos em Paraisópolis não teve oficial no comando,"Decidir quando se deve usar uma munição não letal, para onde encaminhar a multidão para dispersá-la, sempre deixando meios de escape. Esse é o papel do tenente.” ...",https://www1.folha.uol.com.br/cotidiano/2019/12/acao-da-pm-com-9-mortos-em-paraisopolis-nao-teve-oficial-no-comando.shtml
15,4.dez.2019 às 2h00,Agora - São Paulo,Ministério Público vai investigar mortes em baile em Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://agora.folha.uol.com.br/sao-paulo/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-em-paraisopolis-como-homicidios.shtml
16,4.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Ministério Público vai investigar mortes em baile de Paraisópolis como homicídios,"Ao disparar munição não letal e dar golpes de cassetete, teriam induzido a multidão a ir para duas vielas estreitas. Em uma delas, segundo esses relatos, houve o pisoteamento. ...",https://www1.folha.uol.com.br/cotidiano/2019/12/ministerio-publico-vai-investigar-mortes-em-baile-de-paraisopolis-como-homicidios.shtml
17,3.dez.2019 às 2h00,Folha de S.Paulo - Cotidiano,Divergências em versões de PMs trazem dúvida sobre estopim de pisoteamento,não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/divergencias-em-versoes-de-pms-trazem-duvida-sobre-estopim-de-pisoteamento.shtml
18,1º.dez.2019 às 17h40,Folha de S.Paulo - Cotidiano,"PM encurralou multidão em vielas onde houve pisoteamento, indicam relatos e vídeos",Vídeos gravados pelos moradores dos altos das casas mostram a chegada dos policiais atirando munição não letal. ...,https://www1.folha.uol.com.br/cotidiano/2019/12/pm-encurralou-multidao-em-vielas-onde-houve-pisoteamento-indicam-relatos-e-videos.shtml
19,1º.dez.2019 às 15h49,Folha de S.Paulo - Cotidiano,"Criminosos usaram frequentadores do baile funk como escudos humanos, diz PM",Massera diz que os policiais não usaram arma de fogo e que a munição não letal foi utilizada numa ação de recuo.  ...,https://www1.folha.uol.com.br/cotidiano/2019/12/criminosos-usaram-frequentadores-do-baile-funk-como-escudos-humanos-diz-pm.shtml
20,22.nov.2019 à 0h27,Folha de S.Paulo - Mundo,Piñera admite descumprimento de regras de uso da força em protestos no Chile,"Além disso, outro relatório divulgado por organizações chilenas apontou que a munição não letal usada pela polícia chilena é feita com somente 20% de borracha. ...",https://www1.folha.uol.com.br/mundo/2019/11/pinera-admite-descumprimento-de-regras-de-uso-da-forca-em-protestos-no-chile.shtml
21,26.jun.2019 às 2h30,Folha - Colunistas - Luiza Duarte,A polícia como inimigo,"O uso desproporcional de gás lacrimogêneo, spray de pimenta, balas de borracha e pela primeira vez do bean bag, outra munição não letal, vem provocando novos protestos, dessa vez contra a atuação ...",https://www1.folha.uol.com.br/colunas/luiza-duarte/2019/06/a-policia-como-inimigo.shtml
22,1º.abr.2017 às 23h07,Folha de S.Paulo - Mundo,DEPOIMENTO: Mandaram a gente correr e atiraram com balas de borracha,Quando fizemos isso eles atiraram várias vezes com munição não letal em nossa direção. ...,http://www1.folha.uol.com.br/mundo/2017/04/1871981-mandaram-a-gente-correr-e-atiraram-com-balas-de-borracha.shtml
23,14.mar.2017 às 2h00,Agora - São Paulo,Ajudante é morto por bala perdida ao fechar janela,"não letal para dispersar uma multidão reunida em um baile funk, na Vila Maria (zona norte). ...",http://www.agora.uol.com.br/saopaulo/2017/03/1866277-ajudante-e-morto-por-bala-perdida-ao-fechar-janela.shtml
24,23.jan.2017 às 10h44,Folha de S.Paulo - Cotidiano,"Força Nacional encontra três túneis na penitenciária de Alcaçuz, no RN",Policiais fizeram disparos com armas de munição não letal e armas comuns para tentar conter o confronto. ...,http://www1.folha.uol.com.br/cotidiano/2017/01/1852290-forca-nacional-encontra-tres-tuneis-na-penitenciaria-de-alcacuz-no-rn.shtml
49,20.jan.2017 às 23h08,Folha de S.Paulo - Cotidiano,"Presos mantêm controle de prisão no RN, e polícia não sabe total de vítimas","""


No entanto, a separação das facções continuava sendo feita pelos policiais que permaneciam nas guaritas –encarregados de fazer disparos com munição não letal na hipótese de um ...",http://www1.folha.uol.com.br/cotidiano/2017/01/1851881-presos-mantem-controle-de-prisao-no-rn-e-policia-nao-sabe-total-de-vitimas.shtml
74,28.dez.2016 às 21h17,Folha de S.Paulo - Cotidiano,Assassinos de ambulante terão proteção especial em cadeia de SP,"Segundo a Secretaria da Segurança, o disparo foi com munição não letal, ""cuja função é, com o barulho, impedir a confusão generalizada"". Ninguém se feriu, diz a pasta. ...",http://www1.folha.uol.com.br/cotidiano/2016/12/1845389-assassinos-de-ambulante-terao-protecao-especial-em-cadeia-de-sp.shtml
99,27.set.2016 às 19h52,Folha de S.Paulo - Cotidiano,Entidades atacam e PMs comemoram anulação de julgamento do Carandiru,"""Se tivessem usado munição não letal quem tinha morrido eram os policiais. Um presídio com 8 mil marginais condenados contra 74 policiais. ...",http://www1.folha.uol.com.br/cotidiano/2016/09/1817446-entidades-atacam-e-pms-comemoram-anulacao-de-julgamento-do-carandiru.shtml
124,20.mai.2016 às 2h00,Folha de S.Paulo - Cotidiano,"É difícil policial se conter diante de rojões e cusparadas, diz secretário","A forma de repelir esse distúrbio é com uso de munição não letal, equipamento não letal.


O sr. tem visto abusos?
Não diria abuso. ...",http://www1.folha.uol.com.br/cotidiano/2016/05/1773227-e-dificil-policial-se-conter-diante-de-rojoes-e-cusparadas-diz-secretario.shtml
149,30.abr.2015 às 7h28,Folha de S.Paulo - Cotidiano,Rio vai acabar com batalhão especializado em protestos,"Só de munição não letal ou produtos químicos o gasto foi de R$ 1 milhão.


O novo grupamento passou a usar capacetes, joelheiras e coletes especiais. ...",http://www1.folha.uol.com.br/cotidiano/2015/04/1623039-rio-vai-acabar-com-batalhao-especializado-em-protestos.shtml
174,30.abr.2015 à 0h00,Folha de S.Paulo - Cotidiano,Rio vai acabar com batalhão especializado em protestos,"Só de munição não letal ou produtos químicos o gasto foi de R$ 1 milhão.


O novo grupamento passou a usar capacetes, joelheiras e coletes especiais. ...",http://www1.folha.uol.com.br/fsp/cotidiano/217706-rio-vai-acabar-com-batalhao-especializado-em-protestos.shtml
199,22.jun.2014 à 0h00,Folha de S.Paulo - Esporte,Brasileiros e argentinos brigam em bairro boêmio de Belo Horizonte,Os policiais usaram munição não letal para dispersar o tumulto. ...,http://www1.folha.uol.com.br/fsp/esporte/172376-brasileiros-e-argentinos-brigam-em-bairro-boemio-de-belo-horizonte.shtml
224,21.jun.2014 às 17h51,Folha de S.Paulo - Folha na Copa,Polícia prende 19 argentinos e identifica dois barras bravas,"Os policiais usaram munição não letal para dispersar o tumulto. Entre os feridos, estão quatro brasileiros, três argentinos e um colombiano. ...",http://www1.folha.uol.com.br/esporte/folhanacopa/2014/06/1474306-policia-prende-19-argentinos-suspeitos-de-serem-barras-bravas.shtml
249,10.jun.2014 às 14h49,Folha de S.Paulo - Poder,Exército reforça segurança nas cidades-sede para conter distúrbios civis,"Não há dúvida de que eles utilizarão munição não letal [caso a força seja empregada em distúrbios civis]"", disse o general, na manhã desta terça-feira (10), em coletiva realizada no CAM ...",http://www1.folha.uol.com.br/poder/2014/06/1467945-exercito-investe-r-70-milhoes-em-armamento-menos-letal-para-a-copa.shtml
